material,short_text,supplier/supplying_plant,order_quantity,net_price,total_spend,material_group,plant
71000023.0,Electrical,200143     ALTAYF ALTHAHABI SCIENTIFIC & LABOR,1.0,5700.0,5700.0,54,LP01
63000337.0,Inoculating Loops (10µl),200460     BIOXOME SCIENTIFIC L.L.C,6.0,105.0,630.0,35,LP01
62000156.0,Diesel,200036     EUROPE GENERAL TRANSPORTING,7000.0,9.25,64750.0,22,LP01
64000788.0,SS Door Sign 25*10.5 cm,200303     AL JIHAD OFFICE,37.0,50.0,1850.0,44,HP01
64000789.0,SS Door Sign 40*15 cm,200303     AL JIHAD OFFICE,17.0,75.0,1275.0,44,HP01
22000000.0,Leaflet Rozovas Tab,200200     RASHID PRINTERS & STATIONERS LLC,35000.0,0.11,3850.0,74,LP01
63000895.0,Caffiene 200mg_1085003,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,1395.0,2790.0,35,LP01
63001426.0,Levofloxacin 200mg_1362103,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1395.0,1395.0,162,LP01
63001427.0,Levofloxacin RC-A 25mg_1362114,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,4620.0,4620.0,162,LP01
63000925.0,Prednisone 250mg_1559006,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1395.0,1395.0,211,LP01
63001210.0,Valsartan 350mg_1708762,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1395.0,1395.0,162,LP01
63001211.0,Valsartan RC A  10mg_1708773,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,5.0,5510.0,27550.0,162,LP01
63001109.0,Caffeine Melting Point Standard_1086006,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,936.0,936.0,162,LP01
63000960.0,Moxifloxacin for peak ID-A 10mg_Y0002099,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,30.0,721.0,21630.0,162,LP01
63000269.0,Sodium Metaperiodate_7790-28-5,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,468.0,468.0,35,LP01
63000241.0,Potassium Hydroxide_1310-58-3,200226     CHEMSTOCK LLC,1.0,50.0,50.0,35,LP01
63000453.0,Barium Hydroxide Octahydrate_12230-71-6,200226     CHEMSTOCK LLC,1.0,150.0,150.0,35,LP01
63000223.0,Methyl Blue,200226     CHEMSTOCK LLC,1.0,70.0,70.0,35,LP01
63001368.0,Micropipette 200µl-1000µl,200226     CHEMSTOCK LLC,1.0,250.0,250.0,35,LP01
63000448.0,Ammonium Dihydrogen Phosphate_7722-76-1,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,250.0,250.0,35,LP01
63000773.0,Acetonitrile HPLC_4L_75-05-8,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,40.0,160.0,6400.0,35,LP01
63000303.0,Pot dihydrogen orthophosphate_7778-77-0,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,10.0,155.0,1550.0,35,LP01
64000854.0,"FUSE CARTRIDGE 0,5 AMP",200017     TRANE BVBA,2.0,228.0,456.0,26,LP01
64000856.0,FUSE ISOLATING 315AMP,200017     TRANE BVBA,2.0,334.5,669.0,26,LP01
64000858.0,(X13790461020) SENSOR; LIQUID LEVEL,200017     TRANE BVBA,3.0,3045.66,9136.98,156,LP01
64000859.0,TRANSDUCER,200017     TRANE BVBA,4.0,1338.5,5354.0,26,LP01
64000860.0,THERMOSTAT 1 STAGE - 15/+ 30,200017     TRANE BVBA,2.0,2046.5,4093.0,156,LP01
64000861.0,"TIMER BLOCK 10,0/180 SEC",200017     TRANE BVBA,2.0,368.5,737.0,40,LP01
64000862.0,TRANSFORMER UNDER/OVER VOLTAGE POTENTIAL,200017     TRANE BVBA,1.0,500.0,500.0,26,LP01
64000865.0,"BOARD, DUAL BINARY INPUT",200017     TRANE BVBA,1.0,458.0,458.0,133,LP01
64000867.0,BOARD MODUAL ANALOG,200017     TRANE BVBA,1.0,1215.0,1215.0,133,LP01
64000868.0,BOARD DUAL HIGHT VOLTAGE,200017     TRANE BVBA,1.0,1397.0,1397.0,133,LP01
64000869.0,BOARD DUAL TRIAC OUTPUT,200017     TRANE BVBA,1.0,1320.0,1320.0,133,LP01
64000870.0,BOARD QUARD REALY OUTPUT,200017     TRANE BVBA,1.0,3984.0,3984.0,133,LP01
64000872.0,BOARD STARTER,200017     TRANE BVBA,1.0,1796.0,1796.0,133,LP01
64000874.0,module dynavew,200017     TRANE BVBA,2.0,11155.0,22310.0,133,LP01
71000049.0,Calibration of Weights & Balances QC &PR,200055     JANSAL CALIBRATION SERVICES,1.0,13000.0,13000.0,54,LP01
71000049.0,Calibration,200055     JANSAL CALIBRATION SERVICES,1.0,3000.0,3000.0,54,LP01
64000739.0,WATER FILTERS 30 INCH 5 MICRON,200065     EMIRATES INUDSTRIAL FILTERS CO. LLC,20.0,6.47,129.4,28,LP01
64000120.0,WATER FILTERS 40 INCH 5 MICRON,200065     EMIRATES INUDSTRIAL FILTERS CO. LLC,20.0,7.96,159.2,28,LP01
12000022.0,Microcrystalline Cellulose PH 102 FMC,200166     IMCD MIDDLE EAST FZCO,1500.0,25.75,38625.0,27,LP01
22000002.0,Box Rozovas 5mg Tab 30's,200323     Umm Al Quwain Manufacturing,35000.0,120.0,4200000.0,75,LP01
22000218.0,Leaflet Peptide chewable,200323     Umm Al Quwain Manufacturing,21115.0,96.0,2027040.0,74,LP01
22000217.0,Box Peptide chewable tab 24's,200323     Umm Al Quwain Manufacturing,21115.0,324.41,6849917.15,74,LP01
71000154.0,AMC Shimadzu GC-2030_C122560,200295     NAHLA MEDICAL SUPPLIES,1.0,10000.0,10000.0,54,LP01
71000090.0,Nitrogen Cylinder Trolley,200189     AL RUWAIS INDUSTRIAL GASES CO. LLC,2.0,300.0,600.0,22,LP01
71000161.0,ETASA9F-L DX1/200S5 SSD SAS 960GB 2.5,200054     EMTECH COMPUTER CO. LLC,5.0,2409.0,12045.0,54,LP01
71000161.0,ETADB1F-L X1/200S5 HD SAS 1.2TB 10k 2.5,200054     EMTECH COMPUTER CO. LLC,3.0,1067.0,3201.0,54,LP01
71000161.0,Installation and Configuration Charges,200054     EMTECH COMPUTER CO. LLC,1.0,4500.0,4500.0,54,LP01
71000022.0,Mechanical,200216     TKM TECHNICAL SERVICES LLC,3.0,2000.0,6000.0,54,LP01
71000049.0,Calibration,300000     LIGHTHOUSE WORLDWIDE SOLUTIONS,1.0,2435.0,2435.0,54,LP01
13000007.0,Levocetirizine Dihydrochloride USP (R),300130     Metrochem API Private Ltd,2.5,410.0,1025.0,1,LP01
,Substation Room Civil Works,200451     UNITEK GENERAL CONTRACTING L.L.C,1.0,84068.0,84068.0,21,HP01
71000022.0,Duct for the ETP evaporator,200456     GULF COAST ELECTRO MECHANICAL,1.0,4300.0,4300.0,54,HP01
66000134.0,Cisco GLC-TE 1000BASE-T SFP module CAT5,200054     EMTECH COMPUTER CO. LLC,4.0,950.0,3800.0,34,LP01
66000002.0,"Brother Laminated Tape 36mm  - 1.4""",200371     ALAN MIDDLE EAST IT SERVICES SOLE P,10.0,95.0,950.0,34,LP01
66000131.0,DDR3 1600 8GB SODIMM FOR LAPTOP,200255     WORLD WIDE WEB TRADING LLC,2.0,95.0,190.0,34,LP01
66000012.0,Toner HP 201A - Black,200255     WORLD WIDE WEB TRADING LLC,2.0,265.0,530.0,34,LP01
66000009.0,Toner HP 201A - Yellow,200255     WORLD WIDE WEB TRADING LLC,1.0,310.0,310.0,34,LP01
66000011.0,Toner HP 201A - Magenta,200255     WORLD WIDE WEB TRADING LLC,1.0,310.0,310.0,34,LP01
66000010.0,Toner HP 201A - Cyan,200255     WORLD WIDE WEB TRADING LLC,1.0,310.0,310.0,34,LP01
66000133.0,JC04 14.6V HP LAPTOP BATTERY,200255     WORLD WIDE WEB TRADING LLC,1.0,195.0,195.0,34,LP01
,Brother PTP-950NW Profess Label Printr,200255     WORLD WIDE WEB TRADING LLC,1.0,1950.0,1950.0,4,LP01
,PC LenovoNEO 50S i5 16gb500gbSSDWin11PRO,200255     WORLD WIDE WEB TRADING LLC,1.0,2000.0,2000.0,4,LP01
,"Monitor LED Lenovo L22E-40 21.5""",200255     WORLD WIDE WEB TRADING LLC,1.0,355.0,355.0,4,LP01
66000135.0,SSD 1TB WD BLUE,200255     WORLD WIDE WEB TRADING LLC,2.0,255.0,510.0,34,LP01
66000005.0,Toner HP 207A - Yellow,200255     WORLD WIDE WEB TRADING LLC,3.0,260.0,780.0,34,LP01
66000006.0,Toner HP 207A - Cyan,200255     WORLD WIDE WEB TRADING LLC,3.0,260.0,780.0,34,LP01
66000007.0,Toner HP 207A - Magenta,200255     WORLD WIDE WEB TRADING LLC,3.0,260.0,780.0,34,LP01
66000008.0,Toner HP 207A - Black,200255     WORLD WIDE WEB TRADING LLC,3.0,230.0,690.0,34,LP01
71000155.0,AMC For Chillers system,200017     TRANE BVBA,4.0,8750.0,35000.0,54,LP01
71000159.0,Sharp MX-2314N AMC,200085     NEW SMART OFFICE AUTOMATION LLC,1.0,4150.0,4150.0,54,LP01
71000160.0,Sharp DX-2500N AMC,200085     NEW SMART OFFICE AUTOMATION LLC,1.0,4150.0,4150.0,54,LP01
66000016.0,Toner Sharp MX-23FT-CA Cyan,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,LP01
66000017.0,Toner Sharp MX-23FT-YA Yellow,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,LP01
66000018.0,Toner Sharp MX-23FT-MA - Magenta,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,LP01
66000019.0,Toner Sharp MX-23FT-BA Black,200085     NEW SMART OFFICE AUTOMATION LLC,3.0,0.0,0.0,34,LP01
66000020.0,Toner Sharp DX-25FT-CA Cyan,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,LP01
66000021.0,Toner Sharp DX-25FT-YA Yellow,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,LP01
66000022.0,Toner Sharp DX-25FT-MA Magenta,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,LP01
66000023.0,Toner Sharp DX-25FT-BA Black,200085     NEW SMART OFFICE AUTOMATION LLC,3.0,0.0,0.0,34,LP01
13000655.0,Cold forming Alu Alu 160mm 135M,200052     TECHNICAL ALUMINIUM FOIL CO LLC,150.0,29.0,4350.0,2,LP01
13000656.0,Alu foil 160MM 25M,200052     TECHNICAL ALUMINIUM FOIL CO LLC,150.0,26.5,3975.0,2,LP01
13000657.0,Alu foil 155MM 25M,200052     TECHNICAL ALUMINIUM FOIL CO LLC,150.0,26.5,3975.0,2,LP01
21000024.0,Alu Foil 128mm 25µ,200052     TECHNICAL ALUMINIUM FOIL CO LLC,144.0,26.5,3816.0,2,LP01
,Long Wall Mountain Type Air Curtin,200317     TEMPERATURES&#160;ASIA&#160;,10.0,3000.0,30000.0,4,LP01
67000169.0,Crp- World Hypertension day- KOL gift,200454     MACON UNIVERSAL GENERAL TRADING L.L,50.0,87.0,4350.0,47,LP01
63001475.0,Erlenmeyer flask:5716Q148Z6/Amazon,200226     CHEMSTOCK LLC,5.0,45.0,225.0,35,LP01
63001501.0,Liquid paraffin_8042-475,200226     CHEMSTOCK LLC,1.0,100.0,100.0,35,LP01
63000282.0,Tri-sodium citrate dihydrate_6132-04-3,200226     CHEMSTOCK LLC,5.0,50.0,250.0,35,LP01
63001182.0,Iodomethane_74-88-4,200226     CHEMSTOCK LLC,1.0,600.0,600.0,35,LP01
63001089.0,Ammonium formate 98%_540-69-2,200226     CHEMSTOCK LLC,2.0,50.0,100.0,35,LP01
63001094.0,Benzene_71-43-2,200226     CHEMSTOCK LLC,2.0,90.0,180.0,35,LP01
71000091.0,Rejection Box with lock and Key,200311     MAROUSH ALUMINIUM &,2.0,3000.0,6000.0,22,LP01
71000092.0,Scan carton collector,200311     MAROUSH ALUMINIUM &,2.0,1400.0,2800.0,22,LP01
,Small SS Table 304 (L84 X W37 X H45 cm).,200311     MAROUSH ALUMINIUM &,1.0,1150.0,1150.0,4,LP01
,Small SS Table 304 (L42 X W37 X H45 cm),200311     MAROUSH ALUMINIUM &,1.0,950.0,950.0,4,LP01
,Packing Partition,200311     MAROUSH ALUMINIUM &,1.0,2300.0,2300.0,4,LP01
71000013.0,Medical Test for Employee,200197     OCCU MED CLINIC LLC,12.0,115.0,1380.0,54,LP01
71000157.0,AMC - MCC Documentation,200054     EMTECH COMPUTER CO. LLC,1.0,3000.0,3000.0,54,LP01
13000526.0,"Forming base foil PVC/PVDC,width 163mm",300144     CAPRIHANS INDIA LIMITED,20.0,0.01,0.2,48,LP01
13000526.0,"Forming base foil PVC/PVDC,width 163mm",300144     CAPRIHANS INDIA LIMITED,5.0,0.01,0.05,48,LP01
,WATERS SERVER,200054     EMTECH COMPUTER CO. LLC,1.0,10858.33,10858.33,4,LP01
,WATERS SERVER - HP,200054     EMTECH COMPUTER CO. LLC,1.0,10858.33,10858.33,4,LP01
,WATERS SERVER - HORM,200054     EMTECH COMPUTER CO. LLC,1.0,10858.33,10858.33,4,LP01
64000554.0,Aquatreat CT 1820 Neutralizing Amines,200008     GRADIANT INDUSTRIES - L.L.C - S.P.C,100.0,12.5,1250.0,142,LP01
64000553.0,Aquatreat 1250 Alkalinity Builder,200008     GRADIANT INDUSTRIES - L.L.C - S.P.C,100.0,6.5,650.0,142,LP01
64000552.0,Aquatreat DC 7825 Antiscalant & Polymer,200008     GRADIANT INDUSTRIES - L.L.C - S.P.C,100.0,13.8,1380.0,142,LP01
64000551.0,Aquatreat 3500 Oxygen Scavenger,200008     GRADIANT INDUSTRIES - L.L.C - S.P.C,100.0,8.5,850.0,142,LP01
,WATERS SYSTEM,300096     WATERS GES.M.B.H.,1.0,60865.17,60865.17,4,LP01
,WATERS SYSTEM - HP,300096     WATERS GES.M.B.H.,1.0,60865.17,60865.17,4,LP01
,WATERS SYSTEM - HORM,300096     WATERS GES.M.B.H.,1.0,60865.17,60865.17,4,LP01
71000011.0,Mimecast Renewal,200319     NEWLOGIC SOLUTIONS DWC LLC,1.0,40051.0,40051.0,54,LP01
71000010.0,Crowdstrike Renewal,200319     NEWLOGIC SOLUTIONS DWC LLC,1.0,58881.0,58881.0,54,LP01
,SS Snags for production Area,200311     MAROUSH ALUMINIUM &,1.0,9195.0,9195.0,54,HP01
71000157.0,AMC - MCC for CCTV system,200054     EMTECH COMPUTER CO. LLC,1.0,18000.0,18000.0,54,LP01
,levocetrizine 5mg ODT,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,32.0,86.56,2769.92,4,LP01
22000191.0,Box Etoxib 90mg Tab 30's,200323     Umm Al Quwain Manufacturing,9200.0,224.0,2060800.0,74,LP01
71000083.0,melamine finish locker cabinet,200374     BOX WOOD DÉCOR INTERIORS LLC,1.0,2800.0,2800.0,54,LP01
71000156.0,Dmaids Cleaning Services,200248     DMAIDS CLEANING SERVICES,1.0,7550.0,7550.0,54,LP01
71000006.0,AMC-Fire Fighting system-ADCD Contract,200212     GLOBAL ALARMS SAFETY & SECURITY,4.0,2000.0,8000.0,54,LP01
64000774.0,DATA Logger TPI20-TH1,200452     PRECISION SCIENTIFIC LABORATORY,20.0,370.0,7400.0,156,HP01
62000156.0,Diesel,200036     EUROPE GENERAL TRANSPORTING,8000.0,9.95,79600.0,22,LP01
66000029.0,Wireless Mouse Logitech M170,200371     ALAN MIDDLE EAST IT SERVICES SOLE P,10.0,30.0,300.0,34,LP01
66000014.0,Toner HP 26A - Black,200371     ALAN MIDDLE EAST IT SERVICES SOLE P,4.0,442.0,1768.0,34,LP01
66000094.0,JBL Quantum 100 Wired Headphones,200371     ALAN MIDDLE EAST IT SERVICES SOLE P,5.0,110.0,550.0,34,LP01
71000050.0,Compressed Air Quality Analysis Test,200002     ATLAS COPCO SERVICES MIDDLE EAST,2.0,3700.0,7400.0,54,HP01
63000882.0,Ghost Buster column_4.6 x50_06100-31000,200115     EASY LAB SCIENTIFIC & LABORATORY,4.0,1450.0,5800.0,35,LP01
63000935.0,Amlodipine Impurity G 15 mg_Y0001070,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,20.0,675.0,13500.0,162,LP01
63000934.0,Amlodipine Impurity B 15 mg_Y0001069,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,30.0,675.0,20250.0,162,LP01
63001392.0,Amlodipine RC-A 25mg_1029512,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,4520.0,4520.0,162,LP01
63000271.0,Sodium Perchlorate H2O_7791-07-3,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,384.0,384.0,35,LP01
,Reception Interlock and painting works,200451     UNITEK GENERAL CONTRACTING L.L.C,1.0,18800.0,18800.0,4,HP01
13000556.0,Xyzal 5mg Tablets 30’s,200086     AL AHLIYA PHARMACY,4.0,52.65,210.6,49,LP01
13000541.0,Voltaren D 50mg Tablets,200086     AL AHLIYA PHARMACY,8.0,51.3,410.4,49,LP01
13000452.0,Coversyl 10mg tablets,200086     AL AHLIYA PHARMACY,7.0,111.15,778.0500000000001,7,LP01
13000451.0,Coversyl 5mg tablets,200086     AL AHLIYA PHARMACY,3.0,72.0,216.0,7,LP01
13000456.0,Coveram 10/10mg tablets,200086     AL AHLIYA PHARMACY,7.0,145.8,1020.6000000000001,7,LP01
13000455.0,Coveram 10/5mg tablets,200086     AL AHLIYA PHARMACY,3.0,140.4,421.20000000000005,7,LP01
13000454.0,Coveram 5/10mg tablets,200086     AL AHLIYA PHARMACY,3.0,137.25,411.75,7,LP01
13000453.0,Coveram 5/5mg tablets,200086     AL AHLIYA PHARMACY,3.0,135.9,407.70000000000005,7,LP01
64000848.0,QFA3160 Humidity & Temperature Sensor,200001     SIEMENS INDUSTRIAL LLC,2.0,820.0,1640.0,156,LP01
22000000.0,Leaflet Rozovas Tab,200323     Umm Al Quwain Manufacturing,14800.0,95.0,1406000.0,74,LP01
22000003.0,Box Rozovas 10mg Tab 30's,200323     Umm Al Quwain Manufacturing,17294.0,137.0,2369278.0,75,LP01
,GIANT Move in Service,200386     Al Faris Equipment Rentals LLC,1.0,32500.0,32500.0,54,HP01
22000193.0,Leaflet Etoxib,200200     RASHID PRINTERS & STATIONERS LLC,7800.0,150.0,1170000.0,74,LP01
21000043.0,"Alu foil Rozovas 10mg tablets 224mm, 25µ",200052     TECHNICAL ALUMINIUM FOIL CO LLC,50.0,33.0,1650.0,2,LP01
22000186.0,Box Silvano spray 50ml,200323     Umm Al Quwain Manufacturing,31500.0,181.5,5717250.0,75,LP01
22000187.0,Leaflet Silvano spray,200323     Umm Al Quwain Manufacturing,31500.0,50.0,1575000.0,74,LP01
22000186.0,Box Silvano spray 50ml,200323     Umm Al Quwain Manufacturing,31500.0,181.5,5717250.0,75,LP01
13000586.0,DEUTERIUM LAMP FOR PDA NO:228-63621-01,200295     NAHLA MEDICAL SUPPLIES,1.0,3600.0,3600.0,35,LP01
67000151.0,Prd-Admont sticky notes- 10 mg,200322     ARAFAH PRINTING PRESS LLC,350.0,13.6,4760.0,47,LP01
67000152.0,Prd-Admont sticky notes - Pedia,200322     ARAFAH PRINTING PRESS LLC,200.0,13.6,2720.0,47,LP01
,"SAMSUNG TV 50"" / 4K,UHD",200231     JACKYS ELECTRONICS,1.0,1633.0,1633.0,4,HP01
63000885.0,Valsartan RC-B  10mg_1708784,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,4.0,6100.0,24400.0,162,LP01
63001558.0,63001558,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,125.0,250.0,35,LP01
,Metrohm 905 Titrando_Potentio_2.905.0010,200441     METROHM MIDDLE EAST (FZC),1.0,64000.0,64000.0,4,LP01
,Metrohm 890 Titrando_KF_2.890.0110,200441     METROHM MIDDLE EAST (FZC),1.0,36000.0,36000.0,4,LP01
,Clean Room Demounting & Remounting,300074     CLEANROOM ITALIA,1.0,6375.0,6375.0,4,HP01
,Clean Room Cutout & demounting,300074     CLEANROOM ITALIA,1.0,8280.0,8280.0,4,HP01
13000560.0,Instacoat Pink A05G12532,300148     IDEAL CURES PVT. LTD.,10.0,42.34,423.40000000000003,27,LP01
13000561.0,Instacoat Brown A05G12397,300148     IDEAL CURES PVT. LTD.,10.0,43.16,431.59999999999997,27,LP01
,12 BAY NAS (RAID 6+1),200054     EMTECH COMPUTER CO. LLC,1.0,22750.0,22750.0,4,LP01
63000002.0,"Inertsil ODS 3V_4.6x250, 5µ_5020-01802",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,4.0,2674.0,10696.0,35,LP01
13000486.0,"ZIC Hillic,4.6x150mm. 5µm,Part No.150455",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,4450.0,4450.0,158,LP01
63001299.0,1-Methyl-2-pyrolidone_872-50-4,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,5.0,1150.0,5750.0,35,LP01
13000654.0,Perindopril RC A (20 mg) Cat no. 1510890,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,3.0,3160.0,9480.0,35,LP01
71000050.0,Autoclave qualification QC,200055     JANSAL CALIBRATION SERVICES,1.0,900.0,900.0,54,LP01
,"Waterproofing, Coring & Joint Alum Cover",200409     LEADERS ENGG FOR GENERAL CONSTRUCTI,1.0,4350.0,4350.0,21,HP01
,Lenovo TB15 G4 i5-125U 16GB 500gbSSDW11P,200255     WORLD WIDE WEB TRADING LLC,1.0,2375.0,2375.0,4,LP01
,Lenovo TB15 G4 i5-125U 16GB 500gbSSDW11P,200255     WORLD WIDE WEB TRADING LLC,1.0,2375.0,2375.0,4,LP01
,Lenovo TB15 G4 i5-125U 16GB 500gbSSDW11P,200255     WORLD WIDE WEB TRADING LLC,1.0,2375.0,2375.0,4,LP01
,Lenovo Yoga Tab 11 8GB/256GB,200255     WORLD WIDE WEB TRADING LLC,5.0,1250.0,6250.0,4,LP01
66000072.0,DDR3 12800 16GB RAM for Desktop,200255     WORLD WIDE WEB TRADING LLC,4.0,120.0,480.0,34,LP01
66000071.0,DDR4 3200 16GB RAM for Desktop,200255     WORLD WIDE WEB TRADING LLC,6.0,125.0,750.0,34,LP01
66000003.0,"Brother Laminated Tape 12mm - 0.47""",200371     ALAN MIDDLE EAST IT SERVICES SOLE P,10.0,40.0,400.0,34,LP01
66000124.0,Mouse Pad,200371     ALAN MIDDLE EAST IT SERVICES SOLE P,50.0,4.5,225.0,34,LP01
66000123.0,Avalon Cat6 UTP Cable 305m,200054     EMTECH COMPUTER CO. LLC,2.0,320.0,640.0,34,LP01
66000000.0,SSD 500gb WD Blue,200054     EMTECH COMPUTER CO. LLC,10.0,177.0,1770.0,34,LP01
12000023.0,Microcrystalline Cellulose Vivapur 102,200271     REDACHEM FZE,200.0,30.0,6000.0,27,LP01
12000046.0,Sodium Stearyl Fumarate PRUV,200271     REDACHEM FZE,15.0,1350.0,20250.0,27,LP01
13000562.0,Microcrystalline cellulose (Vivapur 101),200271     REDACHEM FZE,60.0,34.0,2040.0,27,LP01
,Reception Air Curtains,200374     BOX WOOD DÉCOR INTERIORS LLC,1.0,2300.0,2300.0,40,HP01
71000025.0,Fire Fighting Drawings,"200437     Profire Safety Consultants,",1.0,2500.0,2500.0,54,HP01
63000879.0,Airtec - Zero Air Gas Cylinder Refill,200189     AL RUWAIS INDUSTRIAL GASES CO. LLC,5.0,675.0,3375.0,35,LP01
62000156.0,Diesel,200036     EUROPE GENERAL TRANSPORTING,7000.0,10.45,73150.0,22,LP01
63000810.0,Hydrogen Peroxide_7722-84-1,200226     CHEMSTOCK LLC,2.0,100.0,200.0,35,LP01
13000649.0,"Micro pipettes 0.5to5mL, cat no.4642100",200226     CHEMSTOCK LLC,1.0,350.0,350.0,35,LP01
13000523.0,"n-Propyl alcohol,Cas No.71-23-8",200226     CHEMSTOCK LLC,1.0,120.0,120.0,35,LP01
13000652.0,Capillary tube Catalog no. 764500-0020,200395     SAFFRON CHEMICALS & LAB SUPPLIES TR,2.0,12.0,24.0,35,LP01
13000653.0,"Micro Pipettes TIPS 5mL, Cat no:9402030",200395     SAFFRON CHEMICALS & LAB SUPPLIES TR,1000.0,0.36,360.0,35,LP01
71000052.0,Waters HPLC 2695 Pump 2489 Detector.,200003     GULF SCIENTIFIC CORPORATION LLC,1.0,8000.0,8000.0,54,LP01
71000137.0,AMC FOR SHIMADZU HPLC LC-2050C 3D,200295     NAHLA MEDICAL SUPPLIES,1.0,6000.0,6000.0,54,LP01
22000181.0,Box Valdipine-H 5/160/12.5mg Tab 28's,200323     Umm Al Quwain Manufacturing,11900.0,240.0,2856000.0,74,LP01
22000182.0,Box Valdipine-H 10/160/12.5mg Tab 28's,200323     Umm Al Quwain Manufacturing,11700.0,250.0,2925000.0,74,LP01
22000184.0,Box Valdipine-H 10/160/25mg Tab 28's,200323     Umm Al Quwain Manufacturing,7700.0,300.0,2310000.0,74,LP01
22000183.0,Box Valdipine-H 5/160/25mg Tab 28's,200323     Umm Al Quwain Manufacturing,4000.0,520.0,2080000.0,74,LP01
22000179.0,Leaflet Valdipine-H,200323     Umm Al Quwain Manufacturing,35300.0,85.0,3000500.0,74,LP01
22000105.0,Box Varden 5mg Tab 30's,200323     Umm Al Quwain Manufacturing,100.0,14.0,1400.0,75,LP01
13000650.0,"Manual GC-crimper 20mm, cat. # 23398",200295     NAHLA MEDICAL SUPPLIES,1.0,1550.0,1550.0,35,LP01
13000651.0,"Manual GC-Decapper 20mm,Part #5040-4671",200295     NAHLA MEDICAL SUPPLIES,1.0,1550.0,1550.0,35,LP01
31000032.0,Telmisan-H 40/12.5 mg Tab 10's Blister,300131     Inventia Healthcare Limited,45000.0,1.75,78750.0,5,LP01
31000033.0,Telmisan-H 80/12.5 mg Tab 10's Blister,300131     Inventia Healthcare Limited,30000.0,1.99,59700.0,5,LP01
22000094.0,Leaflet Tavacan,200200     RASHID PRINTERS & STATIONERS LLC,28256.0,0.15,4238.4,74,LP01
22000093.0,Box Tavacan 500mg Tab 7's,200323     Umm Al Quwain Manufacturing,28160.0,163.0,4590080.0,75,LP01
,Punch tool for Levocetirizine dihydrochl,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,2.0,87.66,175.32,4,LP01
,One Way Taper Dies - Dr. Pharm,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,2.0,87.66,175.32,4,LP01
,One Way Taper Dies - IMA,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,2.0,87.66,175.32,4,LP01
,Punches for Rosuvastatin 20mg,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,32.0,64.06,2049.92,4,LP01
,Dies for Rosuvastatin 20mg,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,32.0,64.06,2049.92,4,LP01
,Punch tool for Valsartan Tablets 80mg,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,6.0,71.89,431.34000000000003,4,LP01
,Punch tool for Valsartan Tablets 160mg,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,6.0,109.89,659.34,4,LP01
,Punch tool for Valsartan Tablets 320mg,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,6.0,109.89,659.34,4,LP01
,Tool Trolly for Dies and Punches,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,2.0,832.0,1664.0,4,LP01
,Punches and Dies Tray  - D,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,5.0,140.0,700.0,4,LP01
,Punches and Dies Tray - BB,300001     PARLE ELIZABETH TOOLS PRIVATE LIMIT,5.0,225.0,1125.0,4,LP01
